# epoch total_loss train_loss test_loss first_derivative second_derivative amplitude gradient_norm learning_rate elapsed_seconds
1.2700000000e+02 3.2746955610e-07 3.2699546556e-07 5.9584885480e-08 3.4519568453e-07 8.7892314125e-09 4.1002537530e-05 1.2095062976e-06 2.0000000000e-02 8.0294949383e+01
1.2800000000e+02 3.2113294026e-07 3.2065573466e-07 5.7099780031e-08 3.4681355708e-07 8.9349758373e-09 4.1042278778e-05 1.1716713824e-06 2.0000000000e-02 8.0720104448e+01
1.2900000000e+02 3.1507080353e-07 3.1459044069e-07 5.4773091104e-08 3.4846539270e-07 9.0815684825e-09 4.1081765290e-05 1.1341295996e-06 2.0000000000e-02 8.0402582464e+01
1.3000000000e+02 3.0926055573e-07 3.0877699110e-07 5.2595612926e-08 3.5015244207e-07 9.2291268883e-09 4.1120916813e-05 1.1027157498e-06 2.0000000000e-02 8.0854980939e+01
1.3100000000e+02 3.0367603273e-07 3.0318921981e-07 5.0564495687e-08 3.5187554014e-07 9.3777711510e-09 4.1159668666e-05 1.0709062630e-06 2.0000000000e-02 8.0648280265e+01
1.3200000000e+02 2.9832019692e-07 2.9783008791e-07 4.8664096523e-08 3.5363519507e-07 9.5275841567e-09 4.1197975598e-05 1.0367024223e-06 2.0000000000e-02 8.0700201426e+01
1.3300000000e+02 2.9320844199e-07 2.9271499101e-07 4.6893808805e-08 3.5543047611e-07 9.6784799594e-09 4.1235712378e-05 1.0024710650e-06 2.0000000000e-02 8.1224494798e+01
1.3400000000e+02 2.8829660427e-07 2.8779976680e-07 4.5256836507e-08 3.5726062390e-07 9.8304125271e-09 4.1272724113e-05 9.7586258062e-07 2.0000000000e-02 8.0656035055e+01
1.3500000000e+02 2.8358772128e-07 2.8308745818e-07 4.3740854272e-08 3.5912261009e-07 9.9831551928e-09 4.1308942378e-05 9.5245003149e-07 2.0000000000e-02 8.0470762315e+01
1.3600000000e+02 2.7905064160e-07 2.7854691542e-07 4.2332688172e-08 3.6101517152e-07 1.0136661323e-08 4.1344396091e-05 9.2889919446e-07 2.0000000000e-02 8.1010654381e+01
